state,district,pincode,demo_age_5_17,demo_age_17_,total
Tamil Nadu,Theni,625534,3,24,27
Tamil Nadu,Theni,625536,1,6,7
Tamil Nadu,Theni,625538,0,1,1
Tamil Nadu,Theni,625540,1,5,6
Tamil Nadu,Theni,625547,0,2,2
Tamil Nadu,Theni,625556,0,3,3
Tamil Nadu,Theni,625562,2,8,10
Tamil Nadu,Theni,625579,3,16,19
Tamil Nadu,Theni,625582,2,16,18
Tamil Nadu,Theni,625601,3,20,23
Tamil Nadu,Theni,625602,3,15,18
Tamil Nadu,Theni,625603,2,9,11
Tamil Nadu,Theni,625604,0,3,3
Tamil Nadu,Theni,625605,1,5,6
Tamil Nadu,Thiruvallur,600062,10,58,68
Tamil Nadu,Thiruvallur,600067,1,9,10
Tamil Nadu,Thiruvallur,601205,1,7,8
Tamil Nadu,Thiruvallur,631201,0,2,2
Tamil Nadu,Thiruvallur,631204,0,4,4
Tamil Nadu,Thiruvallur,631210,1,10,11
Tamil Nadu,Thiruvarur,609403,1,8,9
Tamil Nadu,Thiruvarur,609405,0,5,5
Tamil Nadu,Thiruvarur,609501,1,6,7
Tamil Nadu,Thiruvarur,609502,0,2,2
Tamil Nadu,Thiruvarur,609504,0,2,2
Tamil Nadu,Thiruvarur,609603,0,2,2
Tamil Nadu,Thiruvarur,609608,1,3,4
Tamil Nadu,Thiruvarur,610001,3,14,17
Tamil Nadu,Thiruvarur,610003,0,1,1
Tamil Nadu,Thiruvarur,610004,0,2,2
Tamil Nadu,Thiruvarur,610101,1,4,5
Tamil Nadu,Thiruvarur,610102,1,7,8
Tamil Nadu,Thiruvarur,610103,1,5,6
Tamil Nadu,Thiruvarur,610104,2,11,13
Tamil Nadu,Thiruvarur,610105,1,12,13
Tamil Nadu,Thiruvarur,610106,0,2,2
Tamil Nadu,Thiruvarur,610107,0,5,5
Tamil Nadu,Thiruvarur,610109,1,4,5
Tamil Nadu,Thiruvarur,610202,1,4,5
Tamil Nadu,Thiruvarur,610203,1,4,5
Tamil Nadu,Thiruvarur,610205,1,2,3
Tamil Nadu,Thiruvarur,610206,1,8,9
Tamil Nadu,Thiruvarur,611101,1,3,4
Tamil Nadu,Thiruvarur,612601,1,5,6
Tamil Nadu,Thiruvarur,612603,0,4,4
Tamil Nadu,Thiruvarur,612610,0,3,3
Tamil Nadu,Thiruvarur,612701,0,4,4
Tamil Nadu,Thiruvarur,612801,0,5,5
Tamil Nadu,Thiruvarur,612802,0,4,4
Tamil Nadu,Thiruvarur,612803,1,9,10
Tamil Nadu,Thiruvarur,613701,1,9,10
Tamil Nadu,Thiruvarur,613702,1,3,4
Tamil Nadu,Thiruvarur,613703,1,6,7
Tamil Nadu,Thiruvarur,613704,0,3,3
Tamil Nadu,Thiruvarur,613705,0,3,3
Tamil Nadu,Thiruvarur,614001,3,23,26
Tamil Nadu,Thiruvarur,614013,1,4,5
Tamil Nadu,Thiruvarur,614014,1,8,9
Tamil Nadu,Thiruvarur,614015,0,2,2
Tamil Nadu,Thiruvarur,614016,1,6,7
Tamil Nadu,Thiruvarur,614017,1,3,4
Tamil Nadu,Thiruvarur,614018,2,14,16
Tamil Nadu,Thiruvarur,614020,1,3,4
Tamil Nadu,Thiruvarur,614101,1,8,9
Tamil Nadu,Thiruvarur,614102,1,4,5
Tamil Nadu,Thiruvarur,614103,1,4,5
Tamil Nadu,Thiruvarur,614205,1,3,4
Tamil Nadu,Thiruvarur,614401,1,3,4
Tamil Nadu,Thiruvarur,614403,0,3,3
Tamil Nadu,Thiruvarur,614404,2,14,16
Tamil Nadu,Thiruvarur,614702,1,2,3
Tamil Nadu,Thiruvarur,614703,1,6,7
Tamil Nadu,Thiruvarur,614704,2,9,11
Tamil Nadu,Thiruvarur,614705,1,10,11
Tamil Nadu,Thiruvarur,614706,1,4,5
Tamil Nadu,Thiruvarur,614708,1,4,5
Tamil Nadu,Thiruvarur,614710,1,5,6
Tamil Nadu,Thiruvarur,614711,1,4,5
Tamil Nadu,Thiruvarur,614713,2,8,10
Tamil Nadu,Thiruvarur,614715,3,10,13
Tamil Nadu,Thiruvarur,614716,1,3,4
Tamil Nadu,Thiruvarur,614717,1,9,10
Tamil Nadu,Thiruvarur,614738,1,2,3
Tamil Nadu,Thoothukkudi,626205,1,3,4
Tamil Nadu,Thoothukkudi,627713,0,1,1
Tamil Nadu,Thoothukkudi,628001,3,26,29
Tamil Nadu,Thoothukkudi,628002,6,37,43
Tamil Nadu,Thoothukkudi,628003,2,10,12
Tamil Nadu,Thoothukkudi,628004,0,1,1
Tamil Nadu,Thoothukkudi,628005,2,9,11
Tamil Nadu,Thoothukkudi,628006,0,1,1
Tamil Nadu,Thoothukkudi,628007,0,1,1
Tamil Nadu,Thoothukkudi,628008,6,35,41
Tamil Nadu,Thoothukkudi,628101,1,3,4
Tamil Nadu,Thoothukkudi,628102,1,3,4
Tamil Nadu,Thoothukkudi,628103,2,11,13
Tamil Nadu,Thoothukkudi,628104,0,2,2
Tamil Nadu,Thoothukkudi,628105,1,4,5
Tamil Nadu,Thoothukkudi,628151,1,7,8
Tamil Nadu,Thoothukkudi,628152,1,3,4
Tamil Nadu,Thoothukkudi,628155,1,0,1
Tamil Nadu,Thoothukkudi,628201,0,2,2
Tamil Nadu,Thoothukkudi,628202,1,5,6
Tamil Nadu,Thoothukkudi,628203,1,8,9
Tamil Nadu,Thoothukkudi,628204,2,13,15
Tamil Nadu,Thoothukkudi,628205,0,2,2
Tamil Nadu,Thoothukkudi,628206,1,2,3
Tamil Nadu,Thoothukkudi,628207,1,4,5
Tamil Nadu,Thoothukkudi,628208,0,2,2
Tamil Nadu,Thoothukkudi,628209,0,2,2
Tamil Nadu,Thoothukkudi,628210,0,3,3
Tamil Nadu,Thoothukkudi,628211,0,1,1
Tamil Nadu,Thoothukkudi,628212,0,1,1
Tamil Nadu,Thoothukkudi,628213,0,3,3
Tamil Nadu,Thoothukkudi,628215,1,11,12
Tamil Nadu,Thoothukkudi,628216,0,2,2
Tamil Nadu,Thoothukkudi,628217,0,1,1
Tamil Nadu,Thoothukkudi,628218,0,1,1
Tamil Nadu,Thoothukkudi,628219,0,1,1
Tamil Nadu,Thoothukkudi,628228,0,1,1
Tamil Nadu,Thoothukkudi,628229,0,1,1
Tamil Nadu,Thoothukkudi,628251,1,4,5
Tamil Nadu,Thoothukkudi,628252,1,9,10
Tamil Nadu,Thoothukkudi,628301,0,1,1
Tamil Nadu,Thoothukkudi,628302,0,2,2
Tamil Nadu,Thoothukkudi,628303,0,2,2
Tamil Nadu,Thoothukkudi,628304,0,2,2
Tamil Nadu,Thoothukkudi,628401,1,6,7
Tamil Nadu,Thoothukkudi,628402,1,4,5
Tamil Nadu,Thoothukkudi,628501,4,15,19
Tamil Nadu,Thoothukkudi,628502,6,25,31
Tamil Nadu,Thoothukkudi,628503,1,2,3
Tamil Nadu,Thoothukkudi,628552,1,5,6
Tamil Nadu,Thoothukkudi,628601,1,2,3
Tamil Nadu,Thoothukkudi,628612,1,4,5
Tamil Nadu,Thoothukkudi,628613,0,3,3
Tamil Nadu,Thoothukkudi,628614,0,2,2
Tamil Nadu,Thoothukkudi,628615,0,2,2
Tamil Nadu,Thoothukkudi,628616,0,1,1
Tamil Nadu,Thoothukkudi,628617,1,6,7
Tamil Nadu,Thoothukkudi,628618,0,1,1
Tamil Nadu,Thoothukkudi,628619,1,3,4
Tamil Nadu,Thoothukkudi,628620,0,2,2
Tamil Nadu,Thoothukkudi,628621,0,2,2
Tamil Nadu,Thoothukkudi,628622,1,3,4
Tamil Nadu,Thoothukkudi,628623,0,2,2
Tamil Nadu,Thoothukkudi,628624,0,1,1
Tamil Nadu,Thoothukkudi,628653,1,2,3
Tamil Nadu,Thoothukkudi,628656,0,2,2
Tamil Nadu,Thoothukkudi,628701,0,2,2
Tamil Nadu,Thoothukkudi,628702,1,2,3
Tamil Nadu,Thoothukkudi,628703,0,2,2
Tamil Nadu,Thoothukkudi,628704,1,6,7
Tamil Nadu,Thoothukkudi,628712,1,6,7
Tamil Nadu,Thoothukkudi,628714,1,8,9
Tamil Nadu,Thoothukkudi,628716,1,4,5
Tamil Nadu,Thoothukkudi,628718,1,3,4
Tamil Nadu,Thoothukkudi,628720,1,4,5
Tamil Nadu,Thoothukkudi,628721,1,3,4
Tamil Nadu,Thoothukkudi,628722,0,3,3
Tamil Nadu,Thoothukkudi,628751,0,2,2
Tamil Nadu,Thoothukkudi,628752,0,2,2
Tamil Nadu,Thoothukkudi,628753,0,1,1
Tamil Nadu,Thoothukkudi,628801,1,6,7
Tamil Nadu,Thoothukkudi,628802,1,3,4
Tamil Nadu,Thoothukkudi,628809,1,5,6
Tamil Nadu,Thoothukkudi,628851,1,3,4
Tamil Nadu,Thoothukkudi,628901,1,6,7
Tamil Nadu,Thoothukkudi,628902,2,11,13
Tamil Nadu,Thoothukkudi,628903,1,6,7
Tamil Nadu,Thoothukkudi,628904,1,5,6
Tamil Nadu,Thoothukkudi,628905,1,9,10
Tamil Nadu,Thoothukkudi,628906,0,3,3
Tamil Nadu,Thoothukkudi,628907,2,8,10
Tamil Nadu,Thoothukkudi,628908,0,2,2
Tamil Nadu,Thoothukkudi,628952,2,9,11
Tamil Nadu,Tiruchirappalli,620001,5,32,37
Tamil Nadu,Tiruchirappalli,620002,2,12,14
Tamil Nadu,Tiruchirappalli,620003,4,27,31
Tamil Nadu,Tiruchirappalli,620004,2,14,16
Tamil Nadu,Tiruchirappalli,620005,2,12,14
Tamil Nadu,Tiruchirappalli,620006,3,14,17
Tamil Nadu,Tiruchirappalli,620007,2,10,12
Tamil Nadu,Tiruchirappalli,620008,5,31,36
Tamil Nadu,Tiruchirappalli,620009,2,10,12
Tamil Nadu,Tiruchirappalli,620010,2,11,13
Tamil Nadu,Tiruchirappalli,620011,2,10,12
Tamil Nadu,Tiruchirappalli,620012,3,20,23
Tamil Nadu,Tiruchirappalli,620013,2,13,15
Tamil Nadu,Tiruchirappalli,620014,2,8,10
Tamil Nadu,Tiruchirappalli,620015,2,12,14
Tamil Nadu,Tiruchirappalli,620016,1,3,4
Tamil Nadu,Tiruchirappalli,620017,3,21,24
Tamil Nadu,Tiruchirappalli,620018,1,3,4
Tamil Nadu,Tiruchirappalli,620019,3,12,15
Tamil Nadu,Tiruchirappalli,620020,1,8,9
Tamil Nadu,Tiruchirappalli,620021,3,15,18
Tamil Nadu,Tiruchirappalli,620022,1,4,5
Tamil Nadu,Tiruchirappalli,620023,1,3,4
Tamil Nadu,Tiruchirappalli,620024,0,1,1
Tamil Nadu,Tiruchirappalli,620025,2,9,11
Tamil Nadu,Tiruchirappalli,620026,1,6,7
Tamil Nadu,Tiruchirappalli,620101,1,4,5
Tamil Nadu,Tiruchirappalli,620102,5,22,27
Tamil Nadu,Tiruchirappalli,621001,1,5,6
Tamil Nadu,Tiruchirappalli,621002,1,7,8
Tamil Nadu,Tiruchirappalli,621003,1,6,7
Tamil Nadu,Tiruchirappalli,621004,0,3,3
Tamil Nadu,Tiruchirappalli,621005,4,25,29
Tamil Nadu,Tiruchirappalli,621006,1,5,6
Tamil Nadu,Tiruchirappalli,621007,0,2,2
Tamil Nadu,Tiruchirappalli,621008,1,5,6
Tamil Nadu,Tiruchirappalli,621009,1,5,6
Tamil Nadu,Tiruchirappalli,621010,2,10,12
Tamil Nadu,Tiruchirappalli,621011,1,3,4
Tamil Nadu,Tiruchirappalli,621012,1,5,6
Tamil Nadu,Tiruchirappalli,621014,1,6,7
Tamil Nadu,Tiruchirappalli,621016,0,1,1
Tamil Nadu,Tiruchirappalli,621018,0,1,1
Tamil Nadu,Tiruchirappalli,621105,1,5,6
Tamil Nadu,Tiruchirappalli,621109,1,4,5
Tamil Nadu,Tiruchirappalli,621111,1,2,3
Tamil Nadu,Tiruchirappalli,621112,2,8,10
Tamil Nadu,Tiruchirappalli,621202,2,4,6
Tamil Nadu,Tiruchirappalli,621203,1,5,6
Tamil Nadu,Tiruchirappalli,621204,1,2,3
Tamil Nadu,Tiruchirappalli,621205,1,4,5
Tamil Nadu,Tiruchirappalli,621206,1,4,5
Tamil Nadu,Tiruchirappalli,621207,1,7,8
Tamil Nadu,Tiruchirappalli,621208,1,11,12
Tamil Nadu,Tiruchirappalli,621209,1,4,5
Tamil Nadu,Tiruchirappalli,621210,1,5,6
Tamil Nadu,Tiruchirappalli,621211,3,14,17
Tamil Nadu,Tiruchirappalli,621213,1,4,5
Tamil Nadu,Tiruchirappalli,621214,2,6,8
Tamil Nadu,Tiruchirappalli,621216,3,11,14
Tamil Nadu,Tiruchirappalli,621217,2,3,5
Tamil Nadu,Tiruchirappalli,621218,1,4,5
Tamil Nadu,Tiruchirappalli,621302,2,11,13
Tamil Nadu,Tiruchirappalli,621303,0,1,1
Tamil Nadu,Tiruchirappalli,621304,0,1,1
Tamil Nadu,Tiruchirappalli,621305,1,3,4
Tamil Nadu,Tiruchirappalli,621306,5,28,33
Tamil Nadu,Tiruchirappalli,621307,2,13,15
Tamil Nadu,Tiruchirappalli,621308,1,6,7
Tamil Nadu,Tiruchirappalli,621310,2,13,15
Tamil Nadu,Tiruchirappalli,621312,2,3,5
Tamil Nadu,Tiruchirappalli,621313,3,17,20
Tamil Nadu,Tiruchirappalli,621314,2,24,26
Tamil Nadu,Tiruchirappalli,621315,1,10,11
Tamil Nadu,Tiruchirappalli,621601,1,4,5
Tamil Nadu,Tiruchirappalli,621651,1,3,4
Tamil Nadu,Tiruchirappalli,621652,1,4,5
Tamil Nadu,Tiruchirappalli,621702,0,3,3
Tamil Nadu,Tiruchirappalli,621703,1,4,5
Tamil Nadu,Tiruchirappalli,621706,1,2,3
Tamil Nadu,Tiruchirappalli,621711,1,6,7
Tamil Nadu,Tiruchirappalli,621712,2,6,8
Tamil Nadu,Tiruchirappalli,622102,2,9,11
Tamil Nadu,Tiruchirappalli,639101,0,2,2
Tamil Nadu,Tiruchirappalli,639112,0,4,4
Tamil Nadu,Tiruchirappalli,639115,1,3,4
Tamil Nadu,Tirunelveli,627001,1,7,8
Tamil Nadu,Tirunelveli,627002,5,24,29
Tamil Nadu,Tirunelveli,627003,1,2,3
Tamil Nadu,Tirunelveli,627004,2,7,9
Tamil Nadu,Tirunelveli,627005,7,28,35
Tamil Nadu,Tirunelveli,627006,3,17,20
Tamil Nadu,Tirunelveli,627007,5,17,22
Tamil Nadu,Tirunelveli,627008,1,3,4
Tamil Nadu,Tirunelveli,627009,0,1,1
Tamil Nadu,Tirunelveli,627010,1,7,8
Tamil Nadu,Tirunelveli,627011,6,17,23
Tamil Nadu,Tirunelveli,627012,0,2,2
Tamil Nadu,Tirunelveli,627101,1,3,4
Tamil Nadu,Tirunelveli,627102,1,2,3
Tamil Nadu,Tirunelveli,627103,2,5,7
Tamil Nadu,Tirunelveli,627104,1,8,9
Tamil Nadu,Tirunelveli,627105,1,2,3
Tamil Nadu,Tirunelveli,627106,1,9,10
Tamil Nadu,Tirunelveli,627107,1,2,3
Tamil Nadu,Tirunelveli,627108,2,8,10
Tamil Nadu,Tirunelveli,627109,2,10,12
Tamil Nadu,Tirunelveli,627110,1,4,5
Tamil Nadu,Tirunelveli,627111,1,5,6
Tamil Nadu,Tirunelveli,627112,1,3,4
Tamil Nadu,Tirunelveli,627113,1,3,4
Tamil Nadu,Tirunelveli,627114,2,11,13
Tamil Nadu,Tirunelveli,627115,1,2,3
Tamil Nadu,Tirunelveli,627116,2,8,10
Tamil Nadu,Tirunelveli,627117,3,14,17
Tamil Nadu,Tirunelveli,627118,1,2,3
Tamil Nadu,Tirunelveli,627119,0,0,0
Tamil Nadu,Tirunelveli,627120,2,4,6
Tamil Nadu,Tirunelveli,627127,0,2,2
Tamil Nadu,Tirunelveli,627130,0,2,2
Tamil Nadu,Tirunelveli,627131,0,1,1
Tamil Nadu,Tirunelveli,627133,1,4,5
Tamil Nadu,Tirunelveli,627151,0,2,2
Tamil Nadu,Tirunelveli,627152,1,3,4
Tamil Nadu,Tirunelveli,627201,2,10,12
Tamil Nadu,Tirunelveli,627202,0,2,2
Tamil Nadu,Tirunelveli,627351,2,10,12
Tamil Nadu,Tirunelveli,627352,1,5,6
Tamil Nadu,Tirunelveli,627353,1,5,6
Tamil Nadu,Tirunelveli,627354,1,3,4
Tamil Nadu,Tirunelveli,627355,1,4,5
Tamil Nadu,Tirunelveli,627356,1,7,8
Tamil Nadu,Tirunelveli,627357,2,9,11
Tamil Nadu,Tirunelveli,627358,2,11,13
Tamil Nadu,Tirunelveli,627359,0,2,2
Tamil Nadu,Tirunelveli,627401,2,8,10
Tamil Nadu,Tirunelveli,627412,1,3,4
Tamil Nadu,Tirunelveli,627413,1,6,7
Tamil Nadu,Tirunelveli,627414,1,8,9
Tamil Nadu,Tirunelveli,627415,2,6,8
Tamil Nadu,Tirunelveli,627416,2,22,24
Tamil Nadu,Tirunelveli,627417,1,2,3
Tamil Nadu,Tirunelveli,627418,0,2,2
Tamil Nadu,Tirunelveli,627420,0,1,1
Tamil Nadu,Tirunelveli,627421,1,2,3
Tamil Nadu,Tirunelveli,627422,1,1,2
Tamil Nadu,Tirunelveli,627424,1,4,5
Tamil Nadu,Tirunelveli,627425,3,17,20
Tamil Nadu,Tirunelveli,627426,3,11,14
Tamil Nadu,Tirunelveli,627427,0,1,1
Tamil Nadu,Tirunelveli,627428,0,1,1
Tamil Nadu,Tirunelveli,627436,1,0,1
Tamil Nadu,Tirunelveli,627451,1,7,8
Tamil Nadu,Tirunelveli,627452,1,2,3
Tamil Nadu,Tirunelveli,627453,2,7,9
Tamil Nadu,Tirunelveli,627501,1,6,7
Tamil Nadu,Tirunelveli,627502,0,3,3
Tamil Nadu,Tirunelveli,627551,1,0,1
Tamil Nadu,Tirunelveli,627601,1,5,6
Tamil Nadu,Tirunelveli,627602,1,6,7
Tamil Nadu,Tirunelveli,627603,0,2,2
Tamil Nadu,Tirunelveli,627604,1,6,7
Tamil Nadu,Tirunelveli,627651,1,5,6
Tamil Nadu,Tirunelveli,627652,1,2,3
Tamil Nadu,Tirunelveli,627654,0,2,2
Tamil Nadu,Tirunelveli,627657,2,9,11
Tamil Nadu,Tirunelveli,627659,0,1,1
Tamil Nadu,Tirunelveli,627754,1,3,4
Tamil Nadu,Tirunelveli,627755,1,4,5
Tamil Nadu,Tirunelveli,627756,3,14,17
Tamil Nadu,Tirunelveli,627757,1,8,9
Tamil Nadu,Tirunelveli,627760,1,4,5
Tamil Nadu,Tirunelveli,627761,0,2,2
Tamil Nadu,Tirunelveli,627765,1,0,1
Tamil Nadu,Tirunelveli,627802,0,1,1
Tamil Nadu,Tirunelveli,627804,1,3,4
Tamil Nadu,Tirunelveli,627806,2,5,7
Tamil Nadu,Tirunelveli,627810,0,2,2
Tamil Nadu,Tirunelveli,627811,2,9,11
Tamil Nadu,Tirunelveli,627812,1,4,5
Tamil Nadu,Tirunelveli,627813,1,3,4
Tamil Nadu,Tirunelveli,627852,1,4,5
Tamil Nadu,Tirunelveli,627854,0,2,2
Tamil Nadu,Tirunelveli,627856,1,6,7
Tamil Nadu,Tirunelveli,627857,1,6,7
Tamil Nadu,Tirunelveli,627858,1,2,3
Tamil Nadu,Tirunelveli,627860,1,4,5
Tamil Nadu,Tirunelveli,627862,1,4,5
Tamil Nadu,Tirunelveli,627951,2,7,9
Tamil Nadu,Tirunelveli,627953,2,8,10
Tamil Nadu,Tirupathur,635651,2,8,10
Tamil Nadu,Tirupathur,635653,1,9,10
Tamil Nadu,Tirupathur,635655,1,3,4
Tamil Nadu,Tirupathur,635801,1,4,5
Tamil Nadu,Tirupathur,635802,2,14,16
Tamil Nadu,Tirupathur,635808,0,4,4
Tamil Nadu,Tirupathur,635811,0,3,3
Tamil Nadu,Tirupathur,635812,0,1,1
Tamil Nadu,Tirupathur,635815,0,2,2
Tamil Nadu,Tirupathur,635851,1,8,9
Tamil Nadu,Tirupathur,635854,1,5,6
Tamil Nadu,Tirupathur,635901,1,8,9
Tamil Nadu,Tiruppur,638103,2,10,12
Tamil Nadu,Tiruppur,638106,2,10,12
Tamil Nadu,Tiruppur,638111,4,20,24
Tamil Nadu,Tiruppur,638460,0,3,3
Tamil Nadu,Tiruppur,638462,0,2,2
Tamil Nadu,Tiruppur,638656,2,13,15
Tamil Nadu,Tiruppur,638657,2,15,17
Tamil Nadu,Tiruppur,638660,1,7,8
Tamil Nadu,Tiruppur,638661,1,9,10
Tamil Nadu,Tiruppur,638672,1,4,5
Tamil Nadu,Tiruppur,638673,1,9,10
Tamil Nadu,Tiruppur,638701,5,26,31
Tamil Nadu,Tiruppur,638702,1,6,7
Tamil Nadu,Tiruppur,638703,0,3,3
Tamil Nadu,Tiruppur,638706,0,2,2
Tamil Nadu,Tiruppur,638752,1,4,5
Tamil Nadu,Tiruppur,638812,0,2,2
Tamil Nadu,Tiruppur,639202,0,2,2
Tamil Nadu,Tiruppur,639204,1,0,1
Tamil Nadu,Tiruppur,641601,1,7,8
Tamil Nadu,Tiruppur,641602,12,65,77
Tamil Nadu,Tiruppur,641603,15,89,104
Tamil Nadu,Tiruppur,641604,11,48,59
Tamil Nadu,Tiruppur,641605,8,52,60
Tamil Nadu,Tiruppur,641606,5,27,32
Tamil Nadu,Tiruppur,641607,5,26,31
Tamil Nadu,Tiruppur,641652,5,38,43
Tamil Nadu,Tiruppur,641654,7,37,44
Tamil Nadu,Tiruppur,641655,2,12,14
Tamil Nadu,Tiruppur,641658,1,3,4
Tamil Nadu,Tiruppur,641662,2,8,10
Tamil Nadu,Tiruppur,641663,4,20,24
Tamil Nadu,Tiruppur,641664,7,38,45
Tamil Nadu,Tiruppur,641665,2,11,13
Tamil Nadu,Tiruppur,641666,5,30,35
Tamil Nadu,Tiruppur,641667,1,6,7
Tamil Nadu,Tiruppur,641670,1,4,5
Tamil Nadu,Tiruppur,641687,3,20,23
Tamil Nadu,Tiruppur,642102,0,2,2
Tamil Nadu,Tiruppur,642111,0,2,2
Tamil Nadu,Tiruppur,642112,1,11,12
Tamil Nadu,Tiruppur,642113,1,6,7
Tamil Nadu,Tiruppur,642122,1,4,5
Tamil Nadu,Tiruppur,642126,3,13,16
Tamil Nadu,Tiruppur,642128,1,4,5
Tamil Nadu,Tiruppur,642132,0,3,3
Tamil Nadu,Tiruppur,642154,2,20,22
Tamil Nadu,Tiruppur,642202,1,2,3
Tamil Nadu,Tiruppur,642203,2,13,15
Tamil Nadu,Tiruppur,642204,1,13,14
Tamil Nadu,Tiruppur,642206,0,2,2
Tamil Nadu,Tiruppur,642207,1,5,6
Tamil Nadu,Tiruvallur,600019,5,34,39
Tamil Nadu,Tiruvallur,600037,3,16,19
Tamil Nadu,Tiruvallur,600049,2,14,16
Tamil Nadu,Tiruvallur,600052,6,51,57
Tamil Nadu,Tiruvallur,600053,10,84,94
Tamil Nadu,Tiruvallur,600054,5,27,32
Tamil Nadu,Tiruvallur,600055,3,19,22
Tamil Nadu,Tiruvallur,600056,4,30,34
Tamil Nadu,Tiruvallur,600065,0,1,1
Tamil Nadu,Tiruvallur,600066,2,11,13
Tamil Nadu,Tiruvallur,600071,6,32,38
Tamil Nadu,Tiruvallur,600072,3,17,20
Tamil Nadu,Tiruvallur,600076,1,8,9
Tamil Nadu,Tiruvallur,600077,8,55,63
Tamil Nadu,Tiruvallur,600080,1,6,7
Tamil Nadu,Tiruvallur,600095,3,25,28
Tamil Nadu,Tiruvallur,600098,0,2,2
Tamil Nadu,Tiruvallur,600099,4,31,35
Tamil Nadu,Tiruvallur,600101,2,10,12
Tamil Nadu,Tiruvallur,600103,1,7,8
Tamil Nadu,Tiruvallur,600109,1,3,4
Tamil Nadu,Tiruvallur,600110,2,14,16
Tamil Nadu,Tiruvallur,600120,1,11,12
Tamil Nadu,Tiruvallur,600123,1,5,6
Tamil Nadu,Tiruvallur,600124,2,14,16
Tamil Nadu,Tiruvallur,601101,1,7,8
Tamil Nadu,Tiruvallur,601103,1,14,15
Tamil Nadu,Tiruvallur,601201,3,33,36
Tamil Nadu,Tiruvallur,601202,1,12,13
Tamil Nadu,Tiruvallur,601203,3,26,29
Tamil Nadu,Tiruvallur,601204,3,21,24
Tamil Nadu,Tiruvallur,601206,1,8,9
Tamil Nadu,Tiruvallur,602001,3,20,23
Tamil Nadu,Tiruvallur,602002,1,10,11
Tamil Nadu,Tiruvallur,602003,0,4,4
Tamil Nadu,Tiruvallur,602021,0,5,5
Tamil Nadu,Tiruvallur,602022,0,2,2
Tamil Nadu,Tiruvallur,602023,1,11,12
Tamil Nadu,Tiruvallur,602024,5,37,42
Tamil Nadu,Tiruvallur,602025,1,12,13
Tamil Nadu,Tiruvallur,602026,1,15,16
Tamil Nadu,Tiruvallur,602027,0,1,1
Tamil Nadu,Tiruvallur,602028,0,2,2
Tamil Nadu,Tiruvallur,602105,2,13,15
Tamil Nadu,Tiruvallur,602108,0,2,2
Tamil Nadu,Tiruvallur,631202,1,3,4
Tamil Nadu,Tiruvallur,631203,2,17,19
Tamil Nadu,Tiruvallur,631205,1,6,7
Tamil Nadu,Tiruvallur,631206,0,3,3
Tamil Nadu,Tiruvallur,631207,1,6,7
Tamil Nadu,Tiruvallur,631208,2,11,13
Tamil Nadu,Tiruvallur,631209,1,11,12
Tamil Nadu,Tiruvallur,631211,0,2,2
Tamil Nadu,Tiruvallur,631212,0,2,2
Tamil Nadu,Tiruvallur,631213,0,1,1
Tamil Nadu,Tiruvallur,631301,1,5,6
Tamil Nadu,Tiruvallur,631302,1,9,10
Tamil Nadu,Tiruvallur,631303,1,9,10
Tamil Nadu,Tiruvallur,631304,0,4,4
Tamil Nadu,Tiruvallur,631402,1,8,9
Tamil Nadu,Tiruvannamalai,604401,1,9,10
Tamil Nadu,Tiruvannamalai,604402,1,6,7
Tamil Nadu,Tiruvannamalai,604403,1,7,8
Tamil Nadu,Tiruvannamalai,604404,0,3,3
Tamil Nadu,Tiruvannamalai,604405,1,7,8
Tamil Nadu,Tiruvannamalai,604406,1,13,14
Tamil Nadu,Tiruvannamalai,604407,3,20,23
Tamil Nadu,Tiruvannamalai,604408,3,27,30
Tamil Nadu,Tiruvannamalai,604409,1,3,4
Tamil Nadu,Tiruvannamalai,604410,1,10,11
Tamil Nadu,Tiruvannamalai,604501,1,5,6
Tamil Nadu,Tiruvannamalai,604502,0,3,3
Tamil Nadu,Tiruvannamalai,604503,1,12,13
Tamil Nadu,Tiruvannamalai,604504,1,7,8
Tamil Nadu,Tiruvannamalai,604505,1,7,8
Tamil Nadu,Tiruvannamalai,604601,2,12,14
Tamil Nadu,Tiruvannamalai,606601,10,43,53
Tamil Nadu,Tiruvannamalai,606603,2,14,16
Tamil Nadu,Tiruvannamalai,606604,4,17,21
Tamil Nadu,Tiruvannamalai,606611,3,9,12
Tamil Nadu,Tiruvannamalai,606701,1,6,7
Tamil Nadu,Tiruvannamalai,606702,2,12,14
Tamil Nadu,Tiruvannamalai,606703,2,12,14
Tamil Nadu,Tiruvannamalai,606704,2,10,12
Tamil Nadu,Tiruvannamalai,606705,2,7,9
Tamil Nadu,Tiruvannamalai,606706,1,7,8
Tamil Nadu,Tiruvannamalai,606707,2,9,11
Tamil Nadu,Tiruvannamalai,606708,3,27,30
Tamil Nadu,Tiruvannamalai,606709,2,8,10
Tamil Nadu,Tiruvannamalai,606710,2,11,13
Tamil Nadu,Tiruvannamalai,606751,1,11,12
Tamil Nadu,Tiruvannamalai,606752,2,11,13
Tamil Nadu,Tiruvannamalai,606753,2,18,20
Tamil Nadu,Tiruvannamalai,606754,2,6,8
Tamil Nadu,Tiruvannamalai,606755,2,12,14
Tamil Nadu,Tiruvannamalai,606801,1,9,10
Tamil Nadu,Tiruvannamalai,606802,1,6,7
Tamil Nadu,Tiruvannamalai,606803,4,22,26
