state,district,pincode,age_0_5,age_5_17,age_18_greater,total
Uttar Pradesh,Banda,210001,21,21,1,43
Uttar Pradesh,Banda,210120,1,3,0,4
Uttar Pradesh,Banda,210121,17,22,1,40
Uttar Pradesh,Banda,210123,1,2,0,3
Uttar Pradesh,Banda,210125,6,8,0,14
Uttar Pradesh,Banda,210126,4,4,0,8
Uttar Pradesh,Banda,210128,1,2,0,3
Uttar Pradesh,Banda,210129,5,6,0,11
Uttar Pradesh,Banda,210201,3,4,0,7
Uttar Pradesh,Banda,210202,2,2,0,4
Uttar Pradesh,Banda,210203,5,4,0,9
Uttar Pradesh,Banda,210207,7,5,0,12
Uttar Pradesh,Banda,210209,8,5,0,13
Uttar Pradesh,Banda,210422,1,1,0,2
Uttar Pradesh,Banda,210504,1,1,0,2
Uttar Pradesh,Bara Banki,225001,4,1,0,5
Uttar Pradesh,Bara Banki,225002,0,1,0,1
Uttar Pradesh,Bara Banki,225003,1,1,0,2
Uttar Pradesh,Bara Banki,225119,1,1,0,2
Uttar Pradesh,Bara Banki,225120,2,1,0,3
Uttar Pradesh,Bara Banki,225121,3,1,0,4
Uttar Pradesh,Bara Banki,225122,2,1,0,3
Uttar Pradesh,Bara Banki,225123,1,1,0,2
Uttar Pradesh,Bara Banki,225124,1,0,0,1
Uttar Pradesh,Bara Banki,225125,1,1,0,2
Uttar Pradesh,Bara Banki,225126,1,1,0,2
Uttar Pradesh,Bara Banki,225201,2,2,0,4
Uttar Pradesh,Bara Banki,225202,2,1,0,3
Uttar Pradesh,Bara Banki,225203,2,1,0,3
Uttar Pradesh,Bara Banki,225204,2,1,0,3
Uttar Pradesh,Bara Banki,225205,2,1,0,3
Uttar Pradesh,Bara Banki,225206,2,1,0,3
Uttar Pradesh,Bara Banki,225207,2,1,0,3
Uttar Pradesh,Bara Banki,225208,1,1,0,2
Uttar Pradesh,Bara Banki,225301,5,3,0,8
Uttar Pradesh,Bara Banki,225302,6,4,0,10
Uttar Pradesh,Bara Banki,225303,2,1,0,3
Uttar Pradesh,Bara Banki,225304,3,2,0,5
Uttar Pradesh,Bara Banki,225305,11,7,0,18
Uttar Pradesh,Bara Banki,225306,5,3,0,8
Uttar Pradesh,Bara Banki,225401,3,1,0,4
Uttar Pradesh,Bara Banki,225402,4,2,0,6
Uttar Pradesh,Bara Banki,225403,3,1,0,4
Uttar Pradesh,Bara Banki,225404,2,0,0,2
Uttar Pradesh,Bara Banki,225405,2,1,0,3
Uttar Pradesh,Bara Banki,225406,2,1,0,3
Uttar Pradesh,Bara Banki,225408,2,1,0,3
Uttar Pradesh,Bara Banki,225409,4,2,0,6
Uttar Pradesh,Bara Banki,225412,3,1,0,4
Uttar Pradesh,Bara Banki,225413,2,1,0,3
Uttar Pradesh,Bara Banki,225414,3,1,0,4
Uttar Pradesh,Bara Banki,225415,4,2,0,6
Uttar Pradesh,Bara Banki,225416,2,1,0,3
Uttar Pradesh,Bara Banki,227131,3,4,0,7
Uttar Pradesh,Bara Banki,227301,2,2,0,4
Uttar Pradesh,Bara Banki,227302,1,1,0,2
Uttar Pradesh,Bareilly,243001,36,26,2,64
Uttar Pradesh,Bareilly,243002,1,0,0,1
Uttar Pradesh,Bareilly,243003,5,4,0,9
Uttar Pradesh,Bareilly,243004,0,0,0,0
Uttar Pradesh,Bareilly,243005,6,4,0,10
Uttar Pradesh,Bareilly,243006,4,3,0,7
Uttar Pradesh,Bareilly,243122,8,6,0,14
Uttar Pradesh,Bareilly,243123,7,4,0,11
Uttar Pradesh,Bareilly,243201,50,21,1,72
Uttar Pradesh,Bareilly,243202,8,5,0,13
Uttar Pradesh,Bareilly,243203,5,2,0,7
Uttar Pradesh,Bareilly,243301,6,5,0,11
Uttar Pradesh,Bareilly,243302,3,3,0,6
Uttar Pradesh,Bareilly,243303,5,4,0,9
Uttar Pradesh,Bareilly,243401,2,2,0,4
Uttar Pradesh,Bareilly,243402,2,1,0,3
Uttar Pradesh,Bareilly,243403,1,0,0,1
Uttar Pradesh,Bareilly,243407,1,0,0,1
Uttar Pradesh,Bareilly,243501,4,2,0,6
Uttar Pradesh,Bareilly,243502,5,3,0,8
Uttar Pradesh,Bareilly,243503,34,22,1,57
Uttar Pradesh,Bareilly,243504,5,2,0,7
Uttar Pradesh,Bareilly,243505,24,10,0,34
Uttar Pradesh,Bareilly,243506,2,2,0,4
Uttar Pradesh,Bareilly,262001,48,20,1,69
Uttar Pradesh,Bareilly,262122,37,23,1,61
Uttar Pradesh,Bareilly,262406,8,3,0,11
Uttar Pradesh,Bareilly,262407,4,2,0,6
Uttar Pradesh,Basti,271305,3,4,0,7
Uttar Pradesh,Basti,272001,3,3,0,6
Uttar Pradesh,Basti,272002,5,4,0,9
Uttar Pradesh,Basti,272123,2,2,0,4
Uttar Pradesh,Basti,272124,3,3,0,6
Uttar Pradesh,Basti,272125,5,5,0,10
Uttar Pradesh,Basti,272126,2,2,0,4
Uttar Pradesh,Basti,272127,2,3,0,5
Uttar Pradesh,Basti,272128,2,2,0,4
Uttar Pradesh,Basti,272129,3,4,0,7
Uttar Pradesh,Basti,272130,3,7,0,10
Uttar Pradesh,Basti,272131,4,4,0,8
Uttar Pradesh,Basti,272148,1,1,0,2
Uttar Pradesh,Basti,272150,1,2,0,3
Uttar Pradesh,Basti,272151,2,3,0,5
Uttar Pradesh,Basti,272153,17,33,1,51
Uttar Pradesh,Basti,272155,3,5,0,8
Uttar Pradesh,Basti,272161,1,2,0,3
Uttar Pradesh,Basti,272162,3,4,0,7
Uttar Pradesh,Basti,272163,7,7,0,14
Uttar Pradesh,Basti,272170,2,2,0,4
Uttar Pradesh,Basti,272171,1,2,0,3
Uttar Pradesh,Basti,272172,2,2,0,4
Uttar Pradesh,Basti,272177,1,1,0,2
Uttar Pradesh,Basti,272178,0,1,0,1
Uttar Pradesh,Basti,272181,3,3,0,6
Uttar Pradesh,Basti,272182,2,1,0,3
Uttar Pradesh,Basti,272190,3,3,0,6
Uttar Pradesh,Basti,272194,2,3,0,5
Uttar Pradesh,Basti,272195,1,2,0,3
Uttar Pradesh,Basti,272206,17,24,2,43
Uttar Pradesh,Basti,272271,3,5,0,8
Uttar Pradesh,Basti,272301,5,4,0,9
Uttar Pradesh,Basti,272302,3,2,0,5
Uttar Pradesh,Bhadohi,221301,2,2,0,4
Uttar Pradesh,Bhadohi,221303,2,3,0,5
Uttar Pradesh,Bhadohi,221304,3,3,0,6
Uttar Pradesh,Bhadohi,221306,1,2,0,3
Uttar Pradesh,Bhadohi,221308,1,2,0,3
Uttar Pradesh,Bhadohi,221309,1,1,0,2
Uttar Pradesh,Bhadohi,221310,1,2,0,3
Uttar Pradesh,Bhadohi,221314,1,2,0,3
Uttar Pradesh,Bhadohi,221401,2,3,0,5
Uttar Pradesh,Bhadohi,221402,2,2,0,4
Uttar Pradesh,Bhadohi,221404,2,3,0,5
Uttar Pradesh,Bhadohi,221406,1,2,0,3
Uttar Pradesh,Bhadohi,221407,1,1,0,2
Uttar Pradesh,Bhadohi,221409,1,1,0,2
Uttar Pradesh,Bijnor,246701,20,6,0,26
Uttar Pradesh,Bijnor,246721,5,1,0,6
Uttar Pradesh,Bijnor,246722,8,2,0,10
Uttar Pradesh,Bijnor,246723,2,1,0,3
Uttar Pradesh,Bijnor,246724,4,2,0,6
Uttar Pradesh,Bijnor,246725,17,7,0,24
Uttar Pradesh,Bijnor,246726,4,1,0,5
Uttar Pradesh,Bijnor,246727,3,1,0,4
Uttar Pradesh,Bijnor,246728,2,1,0,3
Uttar Pradesh,Bijnor,246729,2,1,0,3
Uttar Pradesh,Bijnor,246731,10,2,0,12
Uttar Pradesh,Bijnor,246732,3,1,0,4
Uttar Pradesh,Bijnor,246733,11,3,0,14
Uttar Pradesh,Bijnor,246734,7,3,0,10
Uttar Pradesh,Bijnor,246735,4,1,0,5
Uttar Pradesh,Bijnor,246736,2,1,0,3
Uttar Pradesh,Bijnor,246737,1,0,0,1
Uttar Pradesh,Bijnor,246738,1,0,0,1
Uttar Pradesh,Bijnor,246745,4,1,0,5
Uttar Pradesh,Bijnor,246746,6,2,0,8
Uttar Pradesh,Bijnor,246747,7,3,0,10
Uttar Pradesh,Bijnor,246749,6,1,0,7
Uttar Pradesh,Bijnor,246761,11,4,0,15
Uttar Pradesh,Bijnor,246762,14,3,0,17
Uttar Pradesh,Bijnor,246763,14,4,0,18
Uttar Pradesh,Bijnor,246764,5,2,0,7
Uttar Pradesh,Bijnor,246765,1,0,0,1
Uttar Pradesh,Bijnor,246768,2,0,0,2
Uttar Pradesh,Budaun,202421,4,9,0,13
Uttar Pradesh,Budaun,202520,2,3,0,5
Uttar Pradesh,Budaun,202521,1,1,0,2
Uttar Pradesh,Budaun,202522,5,8,0,13
Uttar Pradesh,Budaun,202523,2,4,0,6
Uttar Pradesh,Budaun,202524,3,3,0,6
Uttar Pradesh,Budaun,202525,3,2,0,5
Uttar Pradesh,Budaun,202526,4,2,0,6
Uttar Pradesh,Budaun,242021,0,1,0,1
Uttar Pradesh,Budaun,243601,33,28,1,62
Uttar Pradesh,Budaun,243621,0,2,0,2
Uttar Pradesh,Budaun,243630,2,2,0,4
Uttar Pradesh,Budaun,243631,2,4,0,6
Uttar Pradesh,Budaun,243632,4,4,0,8
Uttar Pradesh,Budaun,243633,4,4,0,8
Uttar Pradesh,Budaun,243634,3,1,0,4
Uttar Pradesh,Budaun,243635,10,10,0,20
Uttar Pradesh,Budaun,243636,2,2,0,4
Uttar Pradesh,Budaun,243637,2,2,0,4
Uttar Pradesh,Budaun,243638,12,12,1,25
Uttar Pradesh,Budaun,243639,8,5,0,13
Uttar Pradesh,Budaun,243641,2,5,0,7
Uttar Pradesh,Budaun,243720,1,1,0,2
Uttar Pradesh,Budaun,243723,1,1,0,2
Uttar Pradesh,Budaun,243724,1,1,0,2
Uttar Pradesh,Budaun,243725,1,1,0,2
Uttar Pradesh,Budaun,243726,1,1,0,2
Uttar Pradesh,Bulandshahar,202390,3,3,0,6
Uttar Pradesh,Bulandshahar,202392,3,3,0,6
Uttar Pradesh,Bulandshahar,202393,6,4,0,10
Uttar Pradesh,Bulandshahar,202394,4,4,0,8
Uttar Pradesh,Bulandshahar,202395,3,4,0,7
Uttar Pradesh,Bulandshahar,202396,3,2,0,5
Uttar Pradesh,Bulandshahar,202397,3,1,0,4
Uttar Pradesh,Bulandshahar,202398,4,3,0,7
Uttar Pradesh,Bulandshahar,202399,2,2,0,4
Uttar Pradesh,Bulandshahar,203001,14,10,0,24
Uttar Pradesh,Bulandshahar,203129,2,2,0,4
Uttar Pradesh,Bulandshahar,203131,12,10,0,22
Uttar Pradesh,Bulandshahar,203132,2,1,0,3
Uttar Pradesh,Bulandshahar,203141,1,1,0,2
Uttar Pradesh,Bulandshahar,203150,2,3,0,5
Uttar Pradesh,Bulandshahar,203155,2,1,0,3
Uttar Pradesh,Bulandshahar,203202,1,1,0,2
Uttar Pradesh,Bulandshahar,203203,3,2,0,5
Uttar Pradesh,Bulandshahar,203205,9,9,1,19
Uttar Pradesh,Bulandshahar,245402,2,2,0,4
Uttar Pradesh,Bulandshahar,245403,3,2,0,5
Uttar Pradesh,Bulandshahar,245407,2,1,0,3
Uttar Pradesh,Bulandshahar,245408,5,3,0,8
Uttar Pradesh,Bulandshahar,245409,3,3,0,6
Uttar Pradesh,Bulandshahar,245411,2,2,0,4
Uttar Pradesh,Bulandshahr,202389,2,1,0,3
Uttar Pradesh,Bulandshahr,202391,1,1,0,2
Uttar Pradesh,Bulandshahr,203002,1,1,0,2
Uttar Pradesh,Bulandshahr,203201,3,2,0,5
Uttar Pradesh,Bulandshahr,203206,0,0,1,1
Uttar Pradesh,Bulandshahr,203389,0,0,0,0
Uttar Pradesh,Bulandshahr,203390,1,1,0,2
Uttar Pradesh,Bulandshahr,203391,1,0,0,1
Uttar Pradesh,Bulandshahr,203392,1,1,0,2
Uttar Pradesh,Bulandshahr,203393,1,0,0,1
Uttar Pradesh,Bulandshahr,203394,1,0,0,1
Uttar Pradesh,Bulandshahr,203395,1,0,0,1
Uttar Pradesh,Bulandshahr,203396,1,1,0,2
Uttar Pradesh,Bulandshahr,203397,1,0,0,1
Uttar Pradesh,Bulandshahr,203398,1,1,0,2
Uttar Pradesh,Bulandshahr,203399,0,1,0,1
Uttar Pradesh,Bulandshahr,203401,0,1,0,1
Uttar Pradesh,Bulandshahr,203402,1,0,0,1
Uttar Pradesh,Bulandshahr,203403,1,0,0,1
Uttar Pradesh,Bulandshahr,203407,0,1,0,1
Uttar Pradesh,Bulandshahr,203408,1,0,0,1
Uttar Pradesh,Bulandshahr,203409,0,0,0,0
Uttar Pradesh,Bulandshahr,203411,1,0,0,1
Uttar Pradesh,Bulandshahr,203412,1,0,0,1
Uttar Pradesh,Bulandshahr,245401,2,2,0,4
Uttar Pradesh,Bulandshahr,245405,4,2,0,6
Uttar Pradesh,Bulandshahr,245412,4,4,0,8
Uttar Pradesh,Chandauli,221001,23,34,2,59
Uttar Pradesh,Chandauli,221007,12,12,0,24
Uttar Pradesh,Chandauli,221008,1,2,0,3
Uttar Pradesh,Chandauli,221009,2,1,0,3
Uttar Pradesh,Chandauli,221011,5,8,1,14
Uttar Pradesh,Chandauli,221101,7,14,0,21
Uttar Pradesh,Chandauli,221110,1,1,0,2
Uttar Pradesh,Chandauli,221115,1,1,0,2
Uttar Pradesh,Chandauli,221116,1,1,0,2
Uttar Pradesh,Chandauli,232101,16,22,2,40
Uttar Pradesh,Chandauli,232102,2,1,0,3
Uttar Pradesh,Chandauli,232103,7,6,0,13
Uttar Pradesh,Chandauli,232104,9,11,0,20
Uttar Pradesh,Chandauli,232105,3,4,0,7
Uttar Pradesh,Chandauli,232106,4,4,0,8
Uttar Pradesh,Chandauli,232107,1,2,0,3
Uttar Pradesh,Chandauli,232108,2,3,0,5
Uttar Pradesh,Chandauli,232109,3,3,0,6
Uttar Pradesh,Chandauli,232110,4,5,0,9
Uttar Pradesh,Chandauli,232111,3,2,0,5
Uttar Pradesh,Chandauli,232118,3,3,0,6
Uttar Pradesh,Chandauli,232120,2,2,0,4
Uttar Pradesh,Chitrakoot,210204,3,2,0,5
Uttar Pradesh,Chitrakoot,210205,10,9,0,19
Uttar Pradesh,Chitrakoot,210206,5,5,0,10
Uttar Pradesh,Chitrakoot,210208,5,5,0,10
Uttar Pradesh,Deoria,274001,11,16,0,27
Uttar Pradesh,Deoria,274182,2,2,0,4
Uttar Pradesh,Deoria,274201,2,3,0,5
Uttar Pradesh,Deoria,274202,5,6,0,11
Uttar Pradesh,Deoria,274203,1,2,0,3
Uttar Pradesh,Deoria,274204,4,4,0,8
Uttar Pradesh,Deoria,274205,2,2,0,4
Uttar Pradesh,Deoria,274206,1,1,0,2
Uttar Pradesh,Deoria,274208,2,1,0,3
Uttar Pradesh,Deoria,274402,7,9,0,16
Uttar Pradesh,Deoria,274404,3,4,0,7
Uttar Pradesh,Deoria,274405,3,3,0,6
Uttar Pradesh,Deoria,274408,2,3,0,5
Uttar Pradesh,Deoria,274501,3,2,0,5
Uttar Pradesh,Deoria,274502,2,3,0,5
Uttar Pradesh,Deoria,274505,2,2,0,4
Uttar Pradesh,Deoria,274506,2,1,0,3
Uttar Pradesh,Deoria,274508,1,1,0,2
Uttar Pradesh,Deoria,274509,5,7,0,12
Uttar Pradesh,Deoria,274601,2,2,0,4
Uttar Pradesh,Deoria,274602,1,1,0,2
Uttar Pradesh,Deoria,274603,2,2,0,4
Uttar Pradesh,Deoria,274604,1,1,0,2
Uttar Pradesh,Deoria,274701,2,2,0,4
Uttar Pradesh,Deoria,274702,4,4,0,8
Uttar Pradesh,Deoria,274703,2,1,0,3
Uttar Pradesh,Deoria,274704,1,1,0,2
Uttar Pradesh,Deoria,274705,2,2,0,4
Uttar Pradesh,Deoria,274801,1,2,0,3
Uttar Pradesh,Deoria,274802,3,6,0,9
Uttar Pradesh,Deoria,274808,0,1,0,1
Uttar Pradesh,Etah,207001,37,23,1,61
Uttar Pradesh,Etah,207120,1,1,0,2
Uttar Pradesh,Etah,207121,3,2,0,5
Uttar Pradesh,Etah,207122,4,4,0,8
Uttar Pradesh,Etah,207123,4,2,0,6
Uttar Pradesh,Etah,207124,2,2,0,4
Uttar Pradesh,Etah,207125,2,1,0,3
Uttar Pradesh,Etah,207243,8,12,1,21
Uttar Pradesh,Etah,207244,4,4,0,8
Uttar Pradesh,Etah,207245,3,2,0,5
Uttar Pradesh,Etah,207246,3,2,0,5
Uttar Pradesh,Etah,207247,5,4,0,9
Uttar Pradesh,Etah,207248,2,2,0,4
Uttar Pradesh,Etah,207249,7,6,0,13
Uttar Pradesh,Etah,207250,2,1,0,3
Uttar Pradesh,Etah,207301,3,2,0,5
Uttar Pradesh,Etah,207302,10,3,0,13
Uttar Pradesh,Etah,207401,2,1,0,3
Uttar Pradesh,Etawah,206001,20,14,1,35
Uttar Pradesh,Etawah,206002,2,1,0,3
Uttar Pradesh,Etawah,206003,1,1,0,2
Uttar Pradesh,Etawah,206124,2,1,0,3
Uttar Pradesh,Etawah,206125,3,2,0,5
Uttar Pradesh,Etawah,206126,3,1,0,4
Uttar Pradesh,Etawah,206127,3,1,0,4
Uttar Pradesh,Etawah,206130,1,2,0,3
Uttar Pradesh,Etawah,206131,3,1,0,4
Uttar Pradesh,Etawah,206245,6,4,0,10
Uttar Pradesh,Etawah,206253,4,4,0,8
Uttar Pradesh,Faizabad,225407,2,1,0,3
Uttar Pradesh,Faizabad,225411,4,2,0,6
Uttar Pradesh,Farrukhabad,205302,2,2,0,4
Uttar Pradesh,Farrukhabad,206451,2,2,0,4
Uttar Pradesh,Farrukhabad,207501,3,2,0,5
Uttar Pradesh,Farrukhabad,207502,2,3,0,5
Uttar Pradesh,Farrukhabad,207503,2,2,0,4
Uttar Pradesh,Farrukhabad,207504,1,1,0,2
Uttar Pradesh,Farrukhabad,207505,2,2,0,4
Uttar Pradesh,Farrukhabad,209501,1,1,0,2
Uttar Pradesh,Farrukhabad,209502,2,2,0,4
Uttar Pradesh,Farrukhabad,209503,1,1,0,2
Uttar Pradesh,Farrukhabad,209504,0,2,0,2
Uttar Pradesh,Farrukhabad,209505,0,2,0,2
Uttar Pradesh,Farrukhabad,209601,4,4,0,8
Uttar Pradesh,Farrukhabad,209602,1,1,0,2
Uttar Pradesh,Farrukhabad,209621,2,2,0,4
Uttar Pradesh,Farrukhabad,209622,2,3,0,5
Uttar Pradesh,Farrukhabad,209625,6,5,0,11
Uttar Pradesh,Farrukhabad,209651,1,1,0,2
Uttar Pradesh,Farrukhabad,209652,1,1,0,2
Uttar Pradesh,Farrukhabad,209721,5,8,0,13
Uttar Pradesh,Farrukhabad,209724,2,3,0,5
Uttar Pradesh,Farrukhabad,209739,4,5,0,9
Uttar Pradesh,Farrukhabad,209743,2,2,0,4
Uttar Pradesh,Farrukhabad,209745,2,1,0,3
Uttar Pradesh,Farrukhabad,209749,1,1,0,2
Uttar Pradesh,Fatehpur,212601,23,23,1,47
Uttar Pradesh,Fatehpur,212620,2,2,0,4
Uttar Pradesh,Fatehpur,212621,1,0,0,1
Uttar Pradesh,Fatehpur,212622,3,2,0,5
Uttar Pradesh,Fatehpur,212623,1,0,0,1
Uttar Pradesh,Fatehpur,212631,2,3,0,5
Uttar Pradesh,Fatehpur,212635,9,8,0,17
Uttar Pradesh,Fatehpur,212641,2,1,0,3
Uttar Pradesh,Fatehpur,212645,3,2,0,5
Uttar Pradesh,Fatehpur,212650,2,1,0,3
Uttar Pradesh,Fatehpur,212651,1,1,0,2
Uttar Pradesh,Fatehpur,212652,4,1,0,5
Uttar Pradesh,Fatehpur,212653,3,1,0,4
Uttar Pradesh,Fatehpur,212654,1,1,0,2
Uttar Pradesh,Fatehpur,212655,5,4,0,9
Uttar Pradesh,Fatehpur,212656,3,1,0,4
Uttar Pradesh,Fatehpur,212657,7,7,0,14
Uttar Pradesh,Fatehpur,212658,2,2,0,4
Uttar Pradesh,Fatehpur,212659,2,1,0,3
Uttar Pradesh,Fatehpur,212660,1,1,0,2
Uttar Pradesh,Fatehpur,212661,1,2,0,3
Uttar Pradesh,Fatehpur,212662,1,1,0,2
Uttar Pradesh,Fatehpur,212663,4,4,0,8
Uttar Pradesh,Fatehpur,212664,5,6,0,11
Uttar Pradesh,Fatehpur,212665,2,2,0,4
Uttar Pradesh,Fatehpur,212666,1,1,0,2
Uttar Pradesh,Fatehpur,216221,4,3,0,7
Uttar Pradesh,Firozabad,205119,2,2,0,4
Uttar Pradesh,Firozabad,205121,2,2,0,4
Uttar Pradesh,Firozabad,205130,1,2,0,3
Uttar Pradesh,Firozabad,205135,3,3,0,6
Uttar Pradesh,Firozabad,205141,2,3,0,5
Uttar Pradesh,Firozabad,205142,2,2,0,4
Uttar Pradesh,Firozabad,205145,2,2,0,4
Uttar Pradesh,Firozabad,205147,2,1,0,3
Uttar Pradesh,Firozabad,205151,3,2,0,5
Uttar Pradesh,Firozabad,205152,2,2,0,4
Uttar Pradesh,Firozabad,205261,3,3,0,6
Uttar Pradesh,Firozabad,215126,1,2,0,3
Uttar Pradesh,Firozabad,283103,1,1,0,2
Uttar Pradesh,Firozabad,283130,0,2,0,2
Uttar Pradesh,Firozabad,283135,1,1,0,2
Uttar Pradesh,Firozabad,283136,1,0,0,1
Uttar Pradesh,Firozabad,283141,1,1,0,2
Uttar Pradesh,Firozabad,283142,0,1,0,1
Uttar Pradesh,Firozabad,283145,1,0,0,1
Uttar Pradesh,Firozabad,283151,1,0,0,1
Uttar Pradesh,Firozabad,283152,0,3,0,3
Uttar Pradesh,Firozabad,283203,55,30,1,86
Uttar Pradesh,Firozabad,283204,14,10,0,24
Uttar Pradesh,Firozabad,283205,1,0,0,1
Uttar Pradesh,Firozabad,283206,2,0,0,2
Uttar Pradesh,Firozabad,283207,0,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,201002,7,7,1,15
Uttar Pradesh,Gautam Buddha Nagar,201008,1,1,0,2
Uttar Pradesh,Gautam Buddha Nagar,201009,5,4,0,9
Uttar Pradesh,Gautam Buddha Nagar,201301,46,50,4,100
Uttar Pradesh,Gautam Buddha Nagar,201302,3,2,0,5
Uttar Pradesh,Gautam Buddha Nagar,201303,1,1,0,2
Uttar Pradesh,Gautam Buddha Nagar,201304,4,3,0,7
Uttar Pradesh,Gautam Buddha Nagar,201305,1,1,0,2
Uttar Pradesh,Gautam Buddha Nagar,201306,21,22,1,44
Uttar Pradesh,Gautam Buddha Nagar,201307,1,1,0,2
Uttar Pradesh,Gautam Buddha Nagar,201308,2,1,0,3
Uttar Pradesh,Gautam Buddha Nagar,201309,2,2,0,4
Uttar Pradesh,Gautam Buddha Nagar,201310,9,15,1,25
Uttar Pradesh,Gautam Buddha Nagar,201311,0,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,201312,0,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,201314,1,0,0,1
Uttar Pradesh,Gautam Buddha Nagar,201315,0,0,0,0
Uttar Pradesh,Gautam Buddha Nagar,201316,0,1,0,1
Uttar Pradesh,Gautam Buddha Nagar,201318,1,1,0,2
Uttar Pradesh,Gautam Buddha Nagar,203135,4,2,0,6
Uttar Pradesh,Gautam Buddha Nagar,203207,11,10,0,21
Uttar Pradesh,Gautam Buddha Nagar,203209,3,2,0,5
Uttar Pradesh,Ghaziabad,201001,30,24,1,55
Uttar Pradesh,Ghaziabad,201003,2,3,0,5
Uttar Pradesh,Ghaziabad,201004,0,0,0,0
Uttar Pradesh,Ghaziabad,201005,10,7,0,17
Uttar Pradesh,Ghaziabad,201006,2,1,0,3
Uttar Pradesh,Ghaziabad,201007,2,2,0,4
Uttar Pradesh,Ghaziabad,201010,3,2,0,5
Uttar Pradesh,Ghaziabad,201011,1,1,0,2
Uttar Pradesh,Ghaziabad,201012,3,3,0,6
Uttar Pradesh,Ghaziabad,201013,2,2,0,4
Uttar Pradesh,Ghaziabad,201014,3,3,0,6
Uttar Pradesh,Ghaziabad,201015,2,0,0,2
Uttar Pradesh,Ghaziabad,201016,1,1,0,2
Uttar Pradesh,Ghaziabad,201017,2,2,0,4
Uttar Pradesh,Ghaziabad,201019,0,1,0,1
Uttar Pradesh,Ghaziabad,201020,0,0,0,0
Uttar Pradesh,Ghaziabad,201102,33,39,1,73
Uttar Pradesh,Ghaziabad,201103,1,1,0,2
Uttar Pradesh,Ghaziabad,201201,2,1,0,3
Uttar Pradesh,Ghaziabad,201204,11,8,0,19
Uttar Pradesh,Ghaziabad,201206,7,6,0,13
Uttar Pradesh,Ghaziabad,245101,23,15,0,38
Uttar Pradesh,Ghaziabad,245201,2,1,0,3
Uttar Pradesh,Ghaziabad,245205,5,3,0,8
Uttar Pradesh,Ghaziabad,245207,3,2,0,5
Uttar Pradesh,Ghaziabad,245208,2,1,0,3
Uttar Pradesh,Ghaziabad,245301,1,1,0,2
Uttar Pradesh,Ghaziabad,245304,8,6,0,14
Uttar Pradesh,Ghazipur,232325,1,1,0,2
Uttar Pradesh,Ghazipur,232326,3,4,0,7
Uttar Pradesh,Ghazipur,232327,1,2,0,3
Uttar Pradesh,Ghazipur,232328,1,2,0,3
Uttar Pradesh,Ghazipur,232329,2,3,0,5
Uttar Pradesh,Ghazipur,232330,1,1,0,2
Uttar Pradesh,Ghazipur,232331,1,1,0,2
Uttar Pradesh,Ghazipur,232332,1,1,0,2
Uttar Pradesh,Ghazipur,232333,2,2,0,4
Uttar Pradesh,Ghazipur,232336,1,1,0,2
Uttar Pradesh,Ghazipur,232339,0,1,0,1
Uttar Pradesh,Ghazipur,232340,1,2,0,3
Uttar Pradesh,Ghazipur,233001,6,7,0,13
Uttar Pradesh,Ghazipur,233002,1,0,0,1
Uttar Pradesh,Ghazipur,233221,2,3,0,5
Uttar Pradesh,Ghazipur,233222,2,2,0,4
Uttar Pradesh,Ghazipur,233223,2,3,0,5
Uttar Pradesh,Ghazipur,233224,1,2,0,3
Uttar Pradesh,Ghazipur,233225,1,2,0,3
Uttar Pradesh,Ghazipur,233226,3,6,0,9
Uttar Pradesh,Ghazipur,233227,4,6,0,10
Uttar Pradesh,Ghazipur,233228,1,1,0,2
Uttar Pradesh,Ghazipur,233229,1,1,0,2
Uttar Pradesh,Ghazipur,233230,2,2,0,4
Uttar Pradesh,Ghazipur,233231,1,2,0,3
Uttar Pradesh,Ghazipur,233232,1,1,0,2
Uttar Pradesh,Ghazipur,233233,0,1,0,1
Uttar Pradesh,Ghazipur,233300,2,3,0,5
Uttar Pradesh,Ghazipur,233301,1,2,0,3
Uttar Pradesh,Ghazipur,233302,2,4,0,6
Uttar Pradesh,Ghazipur,233303,2,2,0,4
Uttar Pradesh,Ghazipur,233304,3,5,0,8
Uttar Pradesh,Ghazipur,233305,2,3,0,5
Uttar Pradesh,Ghazipur,233306,2,3,0,5
Uttar Pradesh,Ghazipur,233307,1,2,0,3
Uttar Pradesh,Ghazipur,233310,1,1,0,2
Uttar Pradesh,Ghazipur,233311,1,3,0,4
Uttar Pradesh,Ghazipur,275201,1,2,0,3
Uttar Pradesh,Ghazipur,275202,2,5,0,7
Uttar Pradesh,Ghazipur,275203,1,6,0,7
Uttar Pradesh,Ghazipur,275204,3,5,0,8
Uttar Pradesh,Ghazipur,275205,1,2,0,3
Uttar Pradesh,Gonda,271001,8,9,0,17
Uttar Pradesh,Gonda,271002,3,3,0,6
Uttar Pradesh,Gonda,271003,1,1,0,2
Uttar Pradesh,Gonda,271122,4,3,0,7
Uttar Pradesh,Gonda,271123,3,3,0,6
Uttar Pradesh,Gonda,271124,2,2,0,4
Uttar Pradesh,Gonda,271125,2,1,0,3
Uttar Pradesh,Gonda,271126,2,2,0,4
Uttar Pradesh,Gonda,271129,1,2,0,3
