state,district,pincode,bio_age_5_17,bio_age_17_,total
Tamil Nadu,Tirupattur,635754,11,8,19
Tamil Nadu,Tirupattur,635801,10,7,17
Tamil Nadu,Tirupattur,635802,25,26,51
Tamil Nadu,Tirupattur,635807,4,4,8
Tamil Nadu,Tirupattur,635808,8,6,14
Tamil Nadu,Tirupattur,635811,8,8,16
Tamil Nadu,Tirupattur,635814,7,6,13
Tamil Nadu,Tirupattur,635815,5,4,9
Tamil Nadu,Tirupattur,635852,9,9,18
Tamil Nadu,Tirupattur,635854,9,8,17
Tamil Nadu,Tiruppur,638056,9,12,21
Tamil Nadu,Tiruppur,638103,11,18,29
Tamil Nadu,Tiruppur,638105,6,6,12
Tamil Nadu,Tiruppur,638106,10,16,26
Tamil Nadu,Tiruppur,638111,23,35,58
Tamil Nadu,Tiruppur,638459,8,14,22
Tamil Nadu,Tiruppur,638460,4,3,7
Tamil Nadu,Tiruppur,638656,16,22,38
Tamil Nadu,Tiruppur,638657,17,27,44
Tamil Nadu,Tiruppur,638660,6,9,15
Tamil Nadu,Tiruppur,638661,8,10,18
Tamil Nadu,Tiruppur,638672,5,7,12
Tamil Nadu,Tiruppur,638673,10,17,27
Tamil Nadu,Tiruppur,638701,29,28,57
Tamil Nadu,Tiruppur,638702,9,22,31
Tamil Nadu,Tiruppur,638703,3,7,10
Tamil Nadu,Tiruppur,638706,3,5,8
Tamil Nadu,Tiruppur,638751,7,8,15
Tamil Nadu,Tiruppur,638752,5,7,12
Tamil Nadu,Tiruppur,638812,5,10,15
Tamil Nadu,Tiruppur,639204,0,1,1
Tamil Nadu,Tiruppur,641601,9,10,19
Tamil Nadu,Tiruppur,641602,43,42,85
Tamil Nadu,Tiruppur,641603,49,40,89
Tamil Nadu,Tiruppur,641604,64,62,126
Tamil Nadu,Tiruppur,641605,33,33,66
Tamil Nadu,Tiruppur,641606,31,27,58
Tamil Nadu,Tiruppur,641607,27,29,56
Tamil Nadu,Tiruppur,641652,31,27,58
Tamil Nadu,Tiruppur,641654,33,38,71
Tamil Nadu,Tiruppur,641655,11,14,25
Tamil Nadu,Tiruppur,641662,11,16,27
Tamil Nadu,Tiruppur,641664,38,47,85
Tamil Nadu,Tiruppur,641665,12,13,25
Tamil Nadu,Tiruppur,641666,22,28,50
Tamil Nadu,Tiruppur,641667,7,9,16
Tamil Nadu,Tiruppur,641668,7,13,20
Tamil Nadu,Tiruppur,641670,6,8,14
Tamil Nadu,Tiruppur,641671,4,8,12
Tamil Nadu,Tiruppur,641687,27,18,45
Tamil Nadu,Tiruppur,642102,3,2,5
Tamil Nadu,Tiruppur,642111,3,3,6
Tamil Nadu,Tiruppur,642112,11,7,18
Tamil Nadu,Tiruppur,642113,6,6,12
Tamil Nadu,Tiruppur,642120,6,11,17
Tamil Nadu,Tiruppur,642122,7,5,12
Tamil Nadu,Tiruppur,642126,23,16,39
Tamil Nadu,Tiruppur,642128,5,5,10
Tamil Nadu,Tiruppur,642132,5,3,8
Tamil Nadu,Tiruppur,642154,18,13,31
Tamil Nadu,Tiruppur,642201,6,8,14
Tamil Nadu,Tiruppur,642203,17,17,34
Tamil Nadu,Tiruppur,642204,15,16,31
Tamil Nadu,Tiruppur,642206,3,3,6
Tamil Nadu,Tiruppur,642207,9,7,16
Tamil Nadu,Tiruvallur,600019,45,34,79
Tamil Nadu,Tiruvallur,600037,17,19,36
Tamil Nadu,Tiruvallur,600050,17,16,33
Tamil Nadu,Tiruvallur,600051,11,13,24
Tamil Nadu,Tiruvallur,600052,41,56,97
Tamil Nadu,Tiruvallur,600054,24,24,48
Tamil Nadu,Tiruvallur,600055,23,21,44
Tamil Nadu,Tiruvallur,600056,25,18,43
Tamil Nadu,Tiruvallur,600057,27,25,52
Tamil Nadu,Tiruvallur,600058,6,7,13
Tamil Nadu,Tiruvallur,600060,12,13,25
Tamil Nadu,Tiruvallur,600062,44,42,86
Tamil Nadu,Tiruvallur,600065,2,1,3
Tamil Nadu,Tiruvallur,600066,19,18,37
Tamil Nadu,Tiruvallur,600067,13,10,23
Tamil Nadu,Tiruvallur,600068,19,24,43
Tamil Nadu,Tiruvallur,600071,29,30,59
Tamil Nadu,Tiruvallur,600072,30,24,54
Tamil Nadu,Tiruvallur,600076,6,7,13
Tamil Nadu,Tiruvallur,600080,8,10,18
Tamil Nadu,Tiruvallur,600087,13,17,30
Tamil Nadu,Tiruvallur,600095,17,21,38
Tamil Nadu,Tiruvallur,600098,3,2,5
Tamil Nadu,Tiruvallur,600099,27,31,58
Tamil Nadu,Tiruvallur,600101,11,11,22
Tamil Nadu,Tiruvallur,600103,10,11,21
Tamil Nadu,Tiruvallur,600107,14,16,30
Tamil Nadu,Tiruvallur,600109,6,5,11
Tamil Nadu,Tiruvallur,600110,11,12,23
Tamil Nadu,Tiruvallur,600116,11,13,24
Tamil Nadu,Tiruvallur,600120,14,10,24
Tamil Nadu,Tiruvallur,600123,8,6,14
Tamil Nadu,Tiruvallur,600124,14,13,27
Tamil Nadu,Tiruvallur,601101,11,8,19
Tamil Nadu,Tiruvallur,601102,12,15,27
Tamil Nadu,Tiruvallur,601103,14,15,29
Tamil Nadu,Tiruvallur,601202,13,8,21
Tamil Nadu,Tiruvallur,601203,27,19,46
Tamil Nadu,Tiruvallur,601205,10,6,16
Tamil Nadu,Tiruvallur,601206,11,6,17
Tamil Nadu,Tiruvallur,602001,25,21,46
Tamil Nadu,Tiruvallur,602002,18,15,33
Tamil Nadu,Tiruvallur,602003,8,6,14
Tamil Nadu,Tiruvallur,602021,11,9,20
Tamil Nadu,Tiruvallur,602022,4,2,6
Tamil Nadu,Tiruvallur,602023,11,9,20
Tamil Nadu,Tiruvallur,602024,45,41,86
Tamil Nadu,Tiruvallur,602025,14,9,23
Tamil Nadu,Tiruvallur,602026,18,12,30
Tamil Nadu,Tiruvallur,602027,3,4,7
Tamil Nadu,Tiruvallur,602028,3,3,6
Tamil Nadu,Tiruvallur,602105,13,12,25
Tamil Nadu,Tiruvallur,602108,5,4,9
Tamil Nadu,Tiruvallur,631201,5,3,8
Tamil Nadu,Tiruvallur,631202,7,4,11
Tamil Nadu,Tiruvallur,631203,25,28,53
Tamil Nadu,Tiruvallur,631204,9,5,14
Tamil Nadu,Tiruvallur,631205,18,9,27
Tamil Nadu,Tiruvallur,631206,11,5,16
Tamil Nadu,Tiruvallur,631207,13,9,22
Tamil Nadu,Tiruvallur,631208,24,19,43
Tamil Nadu,Tiruvallur,631209,26,15,41
Tamil Nadu,Tiruvallur,631210,9,7,16
Tamil Nadu,Tiruvallur,631211,4,2,6
Tamil Nadu,Tiruvallur,631212,4,3,7
Tamil Nadu,Tiruvallur,631213,3,1,4
Tamil Nadu,Tiruvallur,631301,9,5,14
Tamil Nadu,Tiruvallur,631302,12,9,21
Tamil Nadu,Tiruvallur,631303,10,5,15
Tamil Nadu,Tiruvallur,631304,7,3,10
Tamil Nadu,Tiruvallur,631402,12,15,27
Tamil Nadu,Tiruvannamalai,604401,7,7,14
Tamil Nadu,Tiruvannamalai,604402,11,7,18
Tamil Nadu,Tiruvannamalai,604403,9,8,17
Tamil Nadu,Tiruvannamalai,604404,5,4,9
Tamil Nadu,Tiruvannamalai,604405,11,7,18
Tamil Nadu,Tiruvannamalai,604406,10,18,28
Tamil Nadu,Tiruvannamalai,604408,32,24,56
Tamil Nadu,Tiruvannamalai,604409,8,4,12
Tamil Nadu,Tiruvannamalai,604410,13,6,19
Tamil Nadu,Tiruvannamalai,604501,8,14,22
Tamil Nadu,Tiruvannamalai,604502,6,5,11
Tamil Nadu,Tiruvannamalai,604503,12,9,21
Tamil Nadu,Tiruvannamalai,604504,11,6,17
Tamil Nadu,Tiruvannamalai,604505,8,6,14
Tamil Nadu,Tiruvannamalai,604601,20,13,33
Tamil Nadu,Tiruvannamalai,606601,50,32,82
Tamil Nadu,Tiruvannamalai,606603,19,13,32
Tamil Nadu,Tiruvannamalai,606604,18,14,32
Tamil Nadu,Tiruvannamalai,606611,17,10,27
Tamil Nadu,Tiruvannamalai,606701,12,7,19
Tamil Nadu,Tiruvannamalai,606702,12,12,24
Tamil Nadu,Tiruvannamalai,606703,18,14,32
Tamil Nadu,Tiruvannamalai,606704,23,12,35
Tamil Nadu,Tiruvannamalai,606705,12,10,22
Tamil Nadu,Tiruvannamalai,606706,13,6,19
Tamil Nadu,Tiruvannamalai,606707,24,13,37
Tamil Nadu,Tiruvannamalai,606708,40,29,69
Tamil Nadu,Tiruvannamalai,606709,22,14,36
Tamil Nadu,Tiruvannamalai,606710,15,8,23
Tamil Nadu,Tiruvannamalai,606751,17,12,29
Tamil Nadu,Tiruvannamalai,606752,18,8,26
Tamil Nadu,Tiruvannamalai,606753,26,16,42
Tamil Nadu,Tiruvannamalai,606755,16,13,29
Tamil Nadu,Tiruvannamalai,606801,14,13,27
Tamil Nadu,Tiruvannamalai,606802,12,10,22
Tamil Nadu,Tiruvannamalai,606803,40,23,63
Tamil Nadu,Tiruvannamalai,606804,16,11,27
Tamil Nadu,Tiruvannamalai,606805,10,8,18
Tamil Nadu,Tiruvannamalai,606806,9,7,16
Tamil Nadu,Tiruvannamalai,606807,5,5,10
Tamil Nadu,Tiruvannamalai,606808,9,6,15
Tamil Nadu,Tiruvannamalai,606811,6,3,9
Tamil Nadu,Tiruvannamalai,606901,14,10,24
Tamil Nadu,Tiruvannamalai,606902,24,23,47
Tamil Nadu,Tiruvannamalai,606903,20,13,33
Tamil Nadu,Tiruvannamalai,606904,13,8,21
Tamil Nadu,Tiruvannamalai,606905,15,11,26
Tamil Nadu,Tiruvannamalai,606906,6,5,11
Tamil Nadu,Tiruvannamalai,606907,17,11,28
Tamil Nadu,Tiruvannamalai,606908,8,8,16
Tamil Nadu,Tiruvannamalai,631701,10,6,16
Tamil Nadu,Tiruvannamalai,631702,13,9,22
Tamil Nadu,Tiruvannamalai,632301,23,16,39
Tamil Nadu,Tiruvannamalai,632311,8,6,14
Tamil Nadu,Tiruvannamalai,632313,10,10,20
Tamil Nadu,Tiruvannamalai,632314,9,6,15
Tamil Nadu,Tiruvannamalai,632315,19,12,31
Tamil Nadu,Tiruvannamalai,632316,20,12,32
Tamil Nadu,Tiruvannamalai,632317,23,16,39
Tamil Nadu,Tiruvannamalai,632318,4,2,6
Tamil Nadu,Tiruvannamalai,632326,6,6,12
Tamil Nadu,Tiruvannamalai,632511,6,3,9
Tamil Nadu,Tiruvannamalai,635703,23,21,44
Tamil Nadu,Vellore,604407,24,13,37
Tamil Nadu,Vellore,631001,5,5,10
Tamil Nadu,Vellore,631002,13,12,25
Tamil Nadu,Vellore,631003,19,14,33
Tamil Nadu,Vellore,631004,4,4,8
Tamil Nadu,Vellore,631005,3,2,5
Tamil Nadu,Vellore,631051,14,12,26
Tamil Nadu,Vellore,631052,16,25,41
Tamil Nadu,Vellore,631101,6,5,11
Tamil Nadu,Vellore,631102,15,16,31
Tamil Nadu,Vellore,631151,7,6,13
Tamil Nadu,Vellore,631152,1,0,1
Tamil Nadu,Vellore,632001,52,39,91
Tamil Nadu,Vellore,632002,32,26,58
Tamil Nadu,Vellore,632004,12,10,22
Tamil Nadu,Vellore,632006,23,19,42
Tamil Nadu,Vellore,632007,20,15,35
Tamil Nadu,Vellore,632008,7,5,12
Tamil Nadu,Vellore,632009,25,21,46
Tamil Nadu,Vellore,632010,5,3,8
Tamil Nadu,Vellore,632011,7,6,13
Tamil Nadu,Vellore,632012,15,11,26
Tamil Nadu,Vellore,632013,10,6,16
Tamil Nadu,Vellore,632014,4,2,6
Tamil Nadu,Vellore,632055,4,4,8
Tamil Nadu,Vellore,632057,4,3,7
Tamil Nadu,Vellore,632058,3,2,5
Tamil Nadu,Vellore,632059,4,3,7
Tamil Nadu,Vellore,632101,12,12,24
Tamil Nadu,Vellore,632102,11,6,17
Tamil Nadu,Vellore,632103,16,15,31
Tamil Nadu,Vellore,632104,10,11,21
Tamil Nadu,Vellore,632105,12,8,20
Tamil Nadu,Vellore,632106,7,6,13
Tamil Nadu,Vellore,632107,8,8,16
Tamil Nadu,Vellore,632113,8,7,15
Tamil Nadu,Vellore,632114,6,6,12
Tamil Nadu,Vellore,632201,4,4,8
Tamil Nadu,Vellore,632202,17,13,30
Tamil Nadu,Vellore,632203,3,2,5
Tamil Nadu,Vellore,632204,9,5,14
Tamil Nadu,Vellore,632209,8,5,13
Tamil Nadu,Vellore,632312,4,3,7
Tamil Nadu,Vellore,632319,5,5,10
Tamil Nadu,Vellore,632401,10,9,19
Tamil Nadu,Vellore,632403,4,4,8
Tamil Nadu,Vellore,632404,11,8,19
Tamil Nadu,Vellore,632405,5,5,10
Tamil Nadu,Vellore,632406,2,1,3
Tamil Nadu,Vellore,632501,15,13,28
Tamil Nadu,Vellore,632502,8,7,15
Tamil Nadu,Vellore,632503,17,16,33
Tamil Nadu,Vellore,632504,3,3,6
Tamil Nadu,Vellore,632505,10,10,20
Tamil Nadu,Vellore,632506,13,11,24
Tamil Nadu,Vellore,632507,5,5,10
Tamil Nadu,Vellore,632508,14,17,31
Tamil Nadu,Vellore,632509,10,10,20
Tamil Nadu,Vellore,632510,8,7,15
Tamil Nadu,Vellore,632512,6,7,13
Tamil Nadu,Vellore,632513,23,20,43
Tamil Nadu,Vellore,632514,6,6,12
Tamil Nadu,Vellore,632515,5,6,11
Tamil Nadu,Vellore,632516,4,4,8
Tamil Nadu,Vellore,632517,8,8,16
Tamil Nadu,Vellore,632518,4,3,7
Tamil Nadu,Vellore,632519,5,6,11
Tamil Nadu,Vellore,632520,6,6,12
Tamil Nadu,Vellore,632521,6,7,13
Tamil Nadu,Vellore,632531,8,8,16
Tamil Nadu,Vellore,632601,18,20,38
Tamil Nadu,Vellore,632602,36,38,74
Tamil Nadu,Vellore,632603,8,7,15
Tamil Nadu,Vellore,632604,1,1,2
Tamil Nadu,Vellore,635601,14,15,29
Tamil Nadu,Vellore,635651,14,11,25
Tamil Nadu,Vellore,635652,8,10,18
Tamil Nadu,Vellore,635654,5,5,10
Tamil Nadu,Vellore,635701,5,6,11
Tamil Nadu,Vellore,635751,21,16,37
Tamil Nadu,Vellore,635752,9,8,17
Tamil Nadu,Vellore,635803,14,13,27
Tamil Nadu,Vellore,635804,7,6,13
Tamil Nadu,Vellore,635805,11,9,20
Tamil Nadu,Vellore,635806,8,7,15
Tamil Nadu,Vellore,635809,15,15,30
Tamil Nadu,Vellore,635810,53,23,76
Tamil Nadu,Vellore,635812,2,3,5
Tamil Nadu,Vellore,635813,5,6,11
Tamil Nadu,Vellore,635851,13,10,23
Tamil Nadu,Vellore,635853,7,5,12
Tamil Nadu,Vellore,635901,7,8,15
Tamil Nadu,Villupuram,604001,21,17,38
Tamil Nadu,Villupuram,604101,4,3,7
Tamil Nadu,Villupuram,604152,6,5,11
Tamil Nadu,Villupuram,604154,5,3,8
Tamil Nadu,Villupuram,604202,11,11,22
Tamil Nadu,Villupuram,604204,10,7,17
Tamil Nadu,Villupuram,604206,7,6,13
Tamil Nadu,Villupuram,604207,9,6,15
Tamil Nadu,Villupuram,604208,6,4,10
Tamil Nadu,Villupuram,604302,6,5,11
Tamil Nadu,Villupuram,604305,1,1,2
Tamil Nadu,Villupuram,605014,3,4,7
Tamil Nadu,Villupuram,605101,2,1,3
Tamil Nadu,Villupuram,605105,5,5,10
Tamil Nadu,Villupuram,605107,4,4,8
Tamil Nadu,Villupuram,605108,9,9,18
Tamil Nadu,Villupuram,605109,6,5,11
Tamil Nadu,Villupuram,605201,8,6,14
Tamil Nadu,Villupuram,605301,8,6,14
Tamil Nadu,Villupuram,605401,8,7,15
Tamil Nadu,Villupuram,605403,0,1,1
Tamil Nadu,Villupuram,605601,9,7,16
Tamil Nadu,Villupuram,605602,20,19,39
Tamil Nadu,Villupuram,605652,11,10,21
Tamil Nadu,Villupuram,605701,11,11,22
Tamil Nadu,Villupuram,605751,6,10,16
Tamil Nadu,Villupuram,605752,5,7,12
Tamil Nadu,Villupuram,605758,4,5,9
Tamil Nadu,Villupuram,605759,4,5,9
Tamil Nadu,Villupuram,605802,11,6,17
Tamil Nadu,Villupuram,605803,9,9,18
Tamil Nadu,Villupuram,606102,11,12,23
Tamil Nadu,Villupuram,606104,11,10,21
Tamil Nadu,Villupuram,606107,8,9,17
Tamil Nadu,Villupuram,606204,7,5,12
Tamil Nadu,Villupuram,606207,20,17,37
Tamil Nadu,Villupuram,606213,7,7,14
Tamil Nadu,Villupuram,606305,5,4,9
Tamil Nadu,Villupuram,606754,9,12,21
Tamil Nadu,Villupuram,607202,4,4,8
Tamil Nadu,Villupuram,607204,10,9,19
Tamil Nadu,Viluppuram,604102,8,7,15
Tamil Nadu,Viluppuram,604151,8,7,15
Tamil Nadu,Viluppuram,604153,5,3,8
Tamil Nadu,Viluppuram,604201,10,7,17
Tamil Nadu,Viluppuram,604203,4,5,9
Tamil Nadu,Viluppuram,604205,9,7,16
Tamil Nadu,Viluppuram,604210,4,5,9
Tamil Nadu,Viluppuram,604301,9,9,18
Tamil Nadu,Viluppuram,604303,17,17,34
Tamil Nadu,Viluppuram,604304,8,6,14
Tamil Nadu,Viluppuram,604306,5,5,10
Tamil Nadu,Viluppuram,604307,5,4,9
Tamil Nadu,Viluppuram,605102,3,4,7
Tamil Nadu,Viluppuram,605103,10,10,20
Tamil Nadu,Viluppuram,605104,9,7,16
Tamil Nadu,Viluppuram,605202,6,4,10
Tamil Nadu,Viluppuram,605203,8,6,14
Tamil Nadu,Viluppuram,605302,4,3,7
Tamil Nadu,Viluppuram,605402,11,11,22
Tamil Nadu,Viluppuram,605651,6,5,11
Tamil Nadu,Viluppuram,605702,8,7,15
Tamil Nadu,Viluppuram,605754,7,5,12
Tamil Nadu,Viluppuram,605755,8,10,18
Tamil Nadu,Viluppuram,605756,2,3,5
Tamil Nadu,Viluppuram,605801,9,7,16
Tamil Nadu,Viluppuram,606115,4,3,7
Tamil Nadu,Viluppuram,606201,16,12,28
Tamil Nadu,Viluppuram,606202,9,10,19
Tamil Nadu,Viluppuram,606205,14,12,26
Tamil Nadu,Viluppuram,606206,14,10,24
Tamil Nadu,Viluppuram,606208,6,5,11
Tamil Nadu,Viluppuram,606402,9,9,18
Tamil Nadu,Viluppuram,607107,6,6,12
Tamil Nadu,Viluppuram,607201,6,7,13
Tamil Nadu,Viluppuram,607203,8,8,16
Tamil Nadu,Viluppuram,607209,8,7,15
Tamil Nadu,Virudhunagar,626001,54,55,109
Tamil Nadu,Virudhunagar,626002,1,1,2
Tamil Nadu,Virudhunagar,626003,11,10,21
Tamil Nadu,Virudhunagar,626004,10,10,20
Tamil Nadu,Virudhunagar,626005,9,8,17
Tamil Nadu,Virudhunagar,626101,50,37,87
Tamil Nadu,Virudhunagar,626102,13,9,22
Tamil Nadu,Virudhunagar,626103,9,8,17
Tamil Nadu,Virudhunagar,626104,6,15,21
Tamil Nadu,Virudhunagar,626105,6,5,11
Tamil Nadu,Virudhunagar,626106,31,41,72
Tamil Nadu,Virudhunagar,626107,2,4,6
Tamil Nadu,Virudhunagar,626108,6,7,13
Tamil Nadu,Virudhunagar,626109,7,9,16
Tamil Nadu,Virudhunagar,626110,6,7,13
Tamil Nadu,Virudhunagar,626111,8,6,14
Tamil Nadu,Virudhunagar,626112,11,8,19
Tamil Nadu,Virudhunagar,626113,8,5,13
Tamil Nadu,Virudhunagar,626114,7,7,14
Tamil Nadu,Virudhunagar,626115,1,0,1
Tamil Nadu,Virudhunagar,626116,3,5,8
Tamil Nadu,Virudhunagar,626117,44,36,80
Tamil Nadu,Virudhunagar,626118,5,5,10
Tamil Nadu,Virudhunagar,626119,6,4,10
Tamil Nadu,Virudhunagar,626121,17,10,27
Tamil Nadu,Virudhunagar,626122,6,3,9
Tamil Nadu,Virudhunagar,626123,22,28,50
Tamil Nadu,Virudhunagar,626124,29,34,63
Tamil Nadu,Virudhunagar,626125,36,42,78
Tamil Nadu,Virudhunagar,626126,5,6,11
Tamil Nadu,Virudhunagar,626127,9,7,16
Tamil Nadu,Virudhunagar,626128,8,10,18
Tamil Nadu,Virudhunagar,626129,18,15,33
Tamil Nadu,Virudhunagar,626130,30,35,65
Tamil Nadu,Virudhunagar,626131,13,12,25
Tamil Nadu,Virudhunagar,626132,6,8,14
Tamil Nadu,Virudhunagar,626133,10,10,20
Tamil Nadu,Virudhunagar,626134,3,3,6
Tamil Nadu,Virudhunagar,626135,1,1,2
Tamil Nadu,Virudhunagar,626136,8,6,14
Tamil Nadu,Virudhunagar,626137,6,6,12
Tamil Nadu,Virudhunagar,626138,10,10,20
Tamil Nadu,Virudhunagar,626139,3,3,6
Tamil Nadu,Virudhunagar,626140,4,3,7
Tamil Nadu,Virudhunagar,626141,7,8,15
Tamil Nadu,Virudhunagar,626142,11,8,19
Tamil Nadu,Virudhunagar,626144,1,0,1
Tamil Nadu,Virudhunagar,626145,0,1,1
Tamil Nadu,Virudhunagar,626149,11,29,40
Tamil Nadu,Virudhunagar,626154,0,1,1
Tamil Nadu,Virudhunagar,626159,0,1,1
Tamil Nadu,Virudhunagar,626188,4,2,6
Tamil Nadu,Virudhunagar,626189,49,58,107
Tamil Nadu,Virudhunagar,626201,8,9,17
Tamil Nadu,Virudhunagar,626202,6,5,11
Tamil Nadu,Virudhunagar,626203,42,38,80
Tamil Nadu,Virudhunagar,626204,11,11,22
Tamil Nadu,Virudhunagar,626205,4,5,9
Tamil Nadu,Virudhunagar,626607,7,8,15
Tamil Nadu,Virudhunagar,626612,5,8,13
Tamil Nadu,Virudhunagar,630610,8,9,17
Telangana,Adilabad,504001,33,41,74
Telangana,Adilabad,504002,1,1,2
Telangana,Adilabad,504103,16,20,36
Telangana,Adilabad,504105,3,3,6
Telangana,Adilabad,504106,11,11,22
Telangana,Adilabad,504109,6,4,10
Telangana,Adilabad,504110,5,7,12
Telangana,Adilabad,504203,8,6,14
Telangana,Adilabad,504231,7,7,14
Telangana,Adilabad,504272,4,4,8
Telangana,Adilabad,504273,6,7,13
Telangana,Adilabad,504293,11,11,22
Telangana,Adilabad,504303,4,2,6
Telangana,Adilabad,504304,10,12,22
Telangana,Adilabad,504306,4,4,8
Telangana,Adilabad,504307,10,16,26
Telangana,Adilabad,504308,6,11,17
Telangana,Adilabad,504309,11,20,31
Telangana,Adilabad,504311,14,25,39
Telangana,Adilabad,504313,6,7,13
Telangana,Adilabad,504323,7,10,17
Telangana,Bhadradri Kothagudem,507116,4,3,7
Telangana,Bhadradri Kothagudem,507117,10,8,18
Telangana,Bhadradri Kothagudem,507124,6,4,10
Telangana,Bhadradri Kothagudem,507128,5,2,7
Telangana,Bhadradri Kothagudem,507137,6,4,10
Telangana,Bhadradri Kothagudem,507140,2,2,4
Telangana,Hanumakonda,506001,12,20,32
Telangana,Hanumakonda,506170,0,1,1
Telangana,Hyderabad,500002,24,27,51
Telangana,Hyderabad,500004,16,17,33
Telangana,Hyderabad,500006,35,34,69
Telangana,Hyderabad,500011,18,21,39
Telangana,Hyderabad,500012,20,23,43
Telangana,Hyderabad,500013,42,47,89
Telangana,Hyderabad,500020,34,32,66
Telangana,Hyderabad,500024,16,20,36
Telangana,Hyderabad,500025,3,4,7
Telangana,Hyderabad,500026,12,15,27
Telangana,Hyderabad,500027,11,16,27
Telangana,Hyderabad,500029,11,14,25
Telangana,Hyderabad,500031,1,1,2
Telangana,Hyderabad,500033,4,6,10
Telangana,Hyderabad,500034,15,16,31
Telangana,Hyderabad,500045,21,22,43
Telangana,Hyderabad,500049,15,13,28
Telangana,Hyderabad,500054,14,12,26
Telangana,Hyderabad,500057,4,4,8
Telangana,Hyderabad,500062,16,18,34
Telangana,Hyderabad,500067,7,8,15
Telangana,Hyderabad,500069,1,1,2
Telangana,Hyderabad,500071,1,1,2
Telangana,Hyderabad,500073,4,4,8
Telangana,Hyderabad,500080,10,14,24
Telangana,Hyderabad,500081,3,4,7
Telangana,Hyderabad,500082,6,8,14
Telangana,Hyderabad,500091,6,4,10
Telangana,Hyderabad,500094,7,9,16
Telangana,Hyderabad,500095,2,3,5
Telangana,Hyderabad,500096,5,4,9
Telangana,Hyderabad,500103,0,1,1
Telangana,Hyderabad,500110,0,3,3
Telangana,Jagitial,505306,3,3,6
Telangana,Jagitial,505326,9,6,15
Telangana,Jagitial,505327,10,7,17
Telangana,Jagitial,505425,6,4,10
Telangana,Jagitial,505452,9,7,16
Telangana,Jagitial,505453,5,4,9
Telangana,Jagitial,505455,4,3,7
Telangana,Jangoan,506201,3,2,5
Telangana,Jangoan,506221,6,8,14
Telangana,Jayashankar Bhupalpally,506169,6,7,13
Telangana,Jayashankar Bhupalpally,506356,5,6,11
Telangana,Jogulamba Gadwal,509126,9,6,15
Telangana,Jogulamba Gadwal,509128,8,7,15
Telangana,Jogulamba Gadwal,509129,7,7,14
Telangana,Jogulamba Gadwal,509133,0,1,1
Telangana,Jogulamba Gadwal,509152,3,3,6
Telangana,Jogulamba Gadwal,509153,5,5,10
Telangana,K.V.Rangareddy,500014,4,4,8
Telangana,K.V.Rangareddy,500030,8,7,15
Telangana,K.V.Rangareddy,500032,8,9,17
Telangana,K.V.Rangareddy,500035,23,33,56
Telangana,K.V.Rangareddy,500043,4,5,9
Telangana,K.V.Rangareddy,500046,3,2,5
Telangana,K.V.Rangareddy,500047,14,11,25
Telangana,K.V.Rangareddy,500048,21,17,38
Telangana,K.V.Rangareddy,500051,2,1,3
Telangana,K.V.Rangareddy,500052,21,18,39
Telangana,K.V.Rangareddy,500055,14,17,31
Telangana,K.V.Rangareddy,500058,8,11,19
Telangana,K.V.Rangareddy,500068,10,13,23
Telangana,K.V.Rangareddy,500074,15,17,32
Telangana,K.V.Rangareddy,500075,12,12,24
Telangana,K.V.Rangareddy,500076,13,16,29
Telangana,K.V.Rangareddy,500077,8,8,16
Telangana,K.V.Rangareddy,500078,9,10,19
Telangana,K.V.Rangareddy,500079,19,26,45
Telangana,K.V.Rangareddy,500083,6,6,12
Telangana,K.V.Rangareddy,500084,12,11,23
Telangana,K.V.Rangareddy,500086,8,7,15
Telangana,K.V.Rangareddy,500088,4,5,9
Telangana,K.V.Rangareddy,500089,16,13,29
Telangana,K.V.Rangareddy,500090,9,8,17
Telangana,K.V.Rangareddy,500092,10,10,20
Telangana,K.V.Rangareddy,500097,15,17,32
Telangana,K.V.Rangareddy,500102,1,1,2
Telangana,K.V.Rangareddy,500104,3,2,5
Telangana,K.V.Rangareddy,500107,1,0,1
Telangana,K.V.Rangareddy,500112,1,1,2
Telangana,K.V.Rangareddy,500113,1,0,1
Telangana,K.V.Rangareddy,501101,15,18,33
Telangana,K.V.Rangareddy,501106,10,26,36
Telangana,K.V.Rangareddy,501111,3,6,9
Telangana,K.V.Rangareddy,501121,7,9,16
Telangana,K.V.Rangareddy,501143,12,16,28
Telangana,K.V.Rangareddy,501144,7,13,20
Telangana,K.V.Rangareddy,501158,4,4,8
Telangana,K.V.Rangareddy,501203,13,15,28
Telangana,K.V.Rangareddy,501218,14,10,24
Telangana,K.V.Rangareddy,501359,14,13,27
Telangana,K.V.Rangareddy,501401,7,6,13
Telangana,K.V.Rangareddy,501501,13,22,35
Telangana,K.V.Rangareddy,501503,10,11,21
Telangana,K.V.Rangareddy,501504,9,11,20
Telangana,K.V.Rangareddy,501506,11,17,28
Telangana,K.V.Rangareddy,501508,12,24,36
Telangana,K.V.Rangareddy,501509,11,15,26
Telangana,K.V.Rangareddy,501510,10,18,28
Telangana,K.V.Rangareddy,501512,2,2,4
Telangana,K.V.Rangareddy,509207,7,6,13
Telangana,K.V.Rangareddy,509217,5,6,11
Telangana,K.V.Rangareddy,509321,8,7,15
Telangana,K.V.Rangareddy,509325,8,6,14
Telangana,K.V.Rangareddy,509337,7,8,15
Telangana,K.V.Rangareddy,509357,7,6,13
